species,PubChem
Lactobacillus jensenii,5988
Lactobacillus johnsonii,175
Lactobacillus johnsonii,179
Lactobacillus johnsonii,439314
Lactobacillus johnsonii,280
Lactobacillus johnsonii,439178
Lactobacillus johnsonii,10133
Lactobacillus johnsonii,221493
Lactobacillus johnsonii,439163
Lactobacillus johnsonii,6036
Lactobacillus johnsonii,5793
Lactobacillus johnsonii,18950
Lactobacillus johnsonii,222528
Lactobacillus johnsonii,439586
Lactobacillus johnsonii,439606
Lactobacillus johnsonii,439639
Lactobacillus johnsonii,702
Lactobacillus johnsonii,12544
Lactobacillus johnsonii,10140
Lactobacillus johnsonii,3035026
Lactobacillus johnsonii,107689
Lactobacillus johnsonii,61503
Lactobacillus johnsonii,440995
Lactobacillus johnsonii,439186
Lactobacillus johnsonii,440658
Lactobacillus johnsonii,6613
Lactobacillus johnsonii,439242
Lactobacillus johnsonii,5988
Lactobacillus johnsonii,387316
Lactobacillus johnsonii,53297338
Lactobacillus johnsonii,440687
Lactobacillus johnsonii,7427
Lactobacillus kefiranofaciens,175
Lactobacillus kefiranofaciens,280
Lactobacillus kefiranofaciens,439163
Lactobacillus kefiranofaciens,6036
Lactobacillus kefiranofaciens,18950
Lactobacillus kefiranofaciens,702
Lactobacillus kefiranofaciens,107689
Lactobacillus kefiranofaciens,61503
Lactobacillus kefiranofaciens,440995
Lactobacillus kefiranofaciens,439186
Lactobacillus kefiranofaciens,440658
Lactobacillus kefiranofaciens,6613
Lactobacillus kefiranofaciens,439242
Lactobacillus kefiranofaciens,5988
Lactobacillus malefermentans,175
Lactobacillus malefermentans,280
Lactobacillus malefermentans,439163
Lactobacillus malefermentans,5779
Lactobacillus malefermentans,702
Lactobacillus malefermentans,107689
Lactobacillus malefermentans,61503
Lactobacillus malefermentans,439186
Lactobacillus malefermentans,6613
Lactobacillus mali,175
Lactobacillus mali,280
Lactobacillus mali,439163
Lactobacillus mali,18950
Lactobacillus mali,702
Lactobacillus mali,107689
Lactobacillus mali,61503
Lactobacillus mali,6613
Lactobacillus mali,5988
Lactobacillus mali,7427
Lactobacillus mucosae,175
Lactobacillus mucosae,280
Lactobacillus mucosae,439163
Lactobacillus mucosae,5779
Lactobacillus mucosae,702
Lactobacillus mucosae,107689
Lactobacillus mucosae,61503
Lactobacillus mucosae,439186
Lactobacillus mucosae,6613
Lactobacillus mucosae,5988
Lactobacillus murinus,175
Lactobacillus murinus,280
Lactobacillus murinus,439178
Lactobacillus murinus,6902
Lactobacillus murinus,439195
Lactobacillus murinus,439163
Lactobacillus murinus,6251
Lactobacillus murinus,5779
Lactobacillus murinus,702
Lactobacillus murinus,283
Lactobacillus murinus,107689
Lactobacillus murinus,61503
Lactobacillus murinus,222656
Lactobacillus murinus,92824
Lactobacillus murinus,440658
Lactobacillus murinus,6613
Lactobacillus murinus,439242
Lactobacillus murinus,493570
Lactobacillus murinus,5988
Lactobacillus oris,175
Lactobacillus oris,280
Lactobacillus oris,6902
Lactobacillus oris,439195
Lactobacillus oris,439163
Lactobacillus oris,6036
Lactobacillus oris,5779
Lactobacillus oris,135191
Lactobacillus oris,702
Lactobacillus oris,107689
Lactobacillus oris,61503
Lactobacillus oris,439186
Lactobacillus oris,440658
Lactobacillus oris,6613
Lactobacillus oris,439242
Lactobacillus oris,5988
Lactobacillus paracasei,175
Lactobacillus paracasei,171548
Lactobacillus paracasei,280
Lactobacillus paracasei,439178
Lactobacillus paracasei,439163
Lactobacillus paracasei,6036
Lactobacillus paracasei,6251
Lactobacillus paracasei,439312
Lactobacillus paracasei,702
Lactobacillus paracasei,6037
Lactobacillus paracasei,439552
Lactobacillus paracasei,440946
Lactobacillus paracasei,107689
Lactobacillus paracasei,61503
Lactobacillus paracasei,440995
Lactobacillus paracasei,439186
Lactobacillus paracasei,936
Lactobacillus paracasei,938
Lactobacillus paracasei,6613
Lactobacillus paracasei,1050
Lactobacillus paracasei,1054
Lactobacillus paracasei,1052
Lactobacillus paracasei,493570
Lactobacillus paracasei,1130
Lactobacillus paracasei,5610
Lactobacillus pasteurii,175
Lactobacillus pasteurii,280
Lactobacillus pasteurii,439178
Lactobacillus pasteurii,439163
Lactobacillus pasteurii,5793
Lactobacillus pasteurii,6251
Lactobacillus pasteurii,18950
Lactobacillus pasteurii,5779
Lactobacillus pasteurii,5460935
Lactobacillus pasteurii,702
Lactobacillus pasteurii,107689
Lactobacillus pasteurii,61503
Lactobacillus pasteurii,440995
Lactobacillus pasteurii,439186
Lactobacillus pasteurii,6613
Lactobacillus pasteurii,439207
Lactobacillus pasteurii,5988
Lactobacillus pentosus,175
Lactobacillus pentosus,280
Lactobacillus pentosus,439178
Lactobacillus pentosus,6902
Lactobacillus pentosus,439195
Lactobacillus pentosus,439163
Lactobacillus pentosus,10690
Lactobacillus pentosus,6251
Lactobacillus pentosus,5779
Lactobacillus pentosus,5780
Lactobacillus pentosus,82170
Lactobacillus pentosus,135191
Lactobacillus pentosus,702
Lactobacillus pentosus,439552
Lactobacillus pentosus,440946
Lactobacillus pentosus,753
Lactobacillus pentosus,107689
Lactobacillus pentosus,61503
Lactobacillus pentosus,440658
Lactobacillus pentosus,6613
Lactobacillus pentosus,439242
Lactobacillus pentosus,5988
Lactobacillus pentosus,7427
Lactobacillus plantarum,978
Lactobacillus plantarum,175
Lactobacillus plantarum,179
Lactobacillus plantarum,439314
Lactobacillus plantarum,280
Lactobacillus plantarum,439178
Lactobacillus plantarum,10133
Lactobacillus plantarum,221493
Lactobacillus plantarum,311
Lactobacillus plantarum,439163
Lactobacillus plantarum,10690
Lactobacillus plantarum,5793
Lactobacillus plantarum,6251
Lactobacillus plantarum,5779
Lactobacillus plantarum,5780
Lactobacillus plantarum,82170
Lactobacillus plantarum,222528
Lactobacillus plantarum,439586
Lactobacillus plantarum,439606
Lactobacillus plantarum,439639
Lactobacillus plantarum,702
Lactobacillus plantarum,6037
Lactobacillus plantarum,283
Lactobacillus plantarum,12544
Lactobacillus plantarum,10140
Lactobacillus plantarum,3035026
Lactobacillus plantarum,115245
Lactobacillus plantarum,6322
Lactobacillus plantarum,6306
Lactobacillus plantarum,107689
Lactobacillus plantarum,61503
Lactobacillus plantarum,6106
Lactobacillus plantarum,6287
Lactobacillus plantarum,71563
Lactobacillus plantarum,9903
Lactobacillus plantarum,440658
Lactobacillus plantarum,222
Lactobacillus plantarum,936
Lactobacillus plantarum,938
Lactobacillus plantarum,6613
Lactobacillus plantarum,439242
Lactobacillus plantarum,493570
Lactobacillus plantarum,1110
Lactobacillus plantarum,5988
Lactobacillus plantarum,387316
Lactobacillus plantarum,53297338
Lactobacillus plantarum,440687
Lactobacillus plantarum,439763
Lactobacillus plantarum,225936
Lactobacillus plantarum,439888
Lactobacillus pobuzihii,175
Lactobacillus pobuzihii,280
Lactobacillus pobuzihii,439178
Lactobacillus pobuzihii,6902
Lactobacillus pobuzihii,439195
Lactobacillus pobuzihii,439163
Lactobacillus pobuzihii,5793
Lactobacillus pobuzihii,5779
Lactobacillus pobuzihii,439312
Lactobacillus pobuzihii,702
Lactobacillus pobuzihii,107689
Lactobacillus pobuzihii,61503
Lactobacillus pobuzihii,25310
Lactobacillus pobuzihii,439548
Lactobacillus pobuzihii,440995
Lactobacillus pobuzihii,439186
Lactobacillus pobuzihii,439174
Lactobacillus pobuzihii,6613
Lactobacillus pobuzihii,7427
Lactobacillus reuteri,175
Lactobacillus reuteri,24892716
Lactobacillus reuteri,280
Lactobacillus reuteri,6902
Lactobacillus reuteri,439195
Lactobacillus reuteri,439163
Lactobacillus reuteri,6036
Lactobacillus reuteri,5793
Lactobacillus reuteri,6251
Lactobacillus reuteri,5779
Lactobacillus reuteri,702
Lactobacillus reuteri,6037
Lactobacillus reuteri,753
Lactobacillus reuteri,10256
Lactobacillus reuteri,107689
Lactobacillus reuteri,61503
Lactobacillus reuteri,6305
Lactobacillus reuteri,440995
Lactobacillus reuteri,439186
Lactobacillus reuteri,440658
Lactobacillus reuteri,6613
Lactobacillus reuteri,439242
Lactobacillus reuteri,5988
Lactobacillus rhamnosus,119
Lactobacillus rhamnosus,175
Lactobacillus rhamnosus,280
Lactobacillus rhamnosus,439178
Lactobacillus rhamnosus,439163
Lactobacillus rhamnosus,6036
Lactobacillus rhamnosus,10690
Lactobacillus rhamnosus,5793
Lactobacillus rhamnosus,6251
Lactobacillus rhamnosus,5779
Lactobacillus rhamnosus,5780
Lactobacillus rhamnosus,82170
Lactobacillus rhamnosus,439312
Lactobacillus rhamnosus,702
Lactobacillus rhamnosus,107689
Lactobacillus rhamnosus,61503
Lactobacillus rhamnosus,440995
Lactobacillus rhamnosus,6613
Lactobacillus rhamnosus,493570
Lactobacillus rhamnosus,5988
Lactobacillus rhamnosus,5610
Lactobacillus rossiae,175
Lactobacillus rossiae,280
Lactobacillus rossiae,6902
Lactobacillus rossiae,439195
Lactobacillus rossiae,439163
Lactobacillus rossiae,5779
Lactobacillus rossiae,702
Lactobacillus rossiae,107689
Lactobacillus rossiae,61503
Lactobacillus rossiae,439186
Lactobacillus rossiae,6613
Lactobacillus ruminis,175
Lactobacillus ruminis,280
Lactobacillus ruminis,439178
Lactobacillus ruminis,439163
Lactobacillus ruminis,6036
Lactobacillus ruminis,18950
Lactobacillus ruminis,702
Lactobacillus ruminis,107689
Lactobacillus ruminis,61503
Lactobacillus ruminis,439186
Lactobacillus ruminis,440658
Lactobacillus ruminis,6613
Lactobacillus ruminis,439242
Lactobacillus ruminis,5988
Lactobacillus saerimneri,175
Lactobacillus saerimneri,280
Lactobacillus saerimneri,439163
Lactobacillus saerimneri,18950
Lactobacillus saerimneri,702
Lactobacillus saerimneri,107689
Lactobacillus saerimneri,61503
Lactobacillus saerimneri,6613
Lactobacillus saerimneri,5988
Lactobacillus saerimneri,7427
Lactobacillus sakei,175
Lactobacillus sakei,280
Lactobacillus sakei,439163
Lactobacillus sakei,10690
Lactobacillus sakei,5779
Lactobacillus sakei,702
Lactobacillus sakei,107689
Lactobacillus sakei,61503
Lactobacillus sakei,440658
Lactobacillus sakei,439197
Lactobacillus sakei,6613
Lactobacillus sakei,5988
Lactobacillus salivarius,175
Lactobacillus salivarius,280
Lactobacillus salivarius,439163
Lactobacillus salivarius,6036
Lactobacillus salivarius,6251
Lactobacillus salivarius,702
Lactobacillus salivarius,6037
Lactobacillus salivarius,107689
Lactobacillus salivarius,61503
Lactobacillus salivarius,440995
Lactobacillus salivarius,439186
Lactobacillus salivarius,440658
Lactobacillus salivarius,936
Lactobacillus salivarius,938
Lactobacillus salivarius,6613
Lactobacillus salivarius,439242
Lactobacillus salivarius,493570
Lactobacillus salivarius,5988
Lactobacillus salivarius,7427
Lactobacillus sanfranciscensis,175
Lactobacillus sanfranciscensis,280
Lactobacillus sanfranciscensis,439163
Lactobacillus sanfranciscensis,702
Lactobacillus sanfranciscensis,107689
Lactobacillus sanfranciscensis,61503
Lactobacillus sanfranciscensis,439186
Lactobacillus sanfranciscensis,6613
Lactobacillus shenzhenensis,175
Lactobacillus shenzhenensis,280
Lactobacillus shenzhenensis,439178
Lactobacillus shenzhenensis,6902
Lactobacillus shenzhenensis,439195
Lactobacillus shenzhenensis,439163
Lactobacillus shenzhenensis,6036
Lactobacillus shenzhenensis,18950
Lactobacillus shenzhenensis,702
Lactobacillus shenzhenensis,107689
Lactobacillus shenzhenensis,61503
Lactobacillus shenzhenensis,25310
Lactobacillus shenzhenensis,439548
Lactobacillus shenzhenensis,439186
Lactobacillus shenzhenensis,440658
Lactobacillus shenzhenensis,6613
Lactobacillus shenzhenensis,439242
Lactobacillus shenzhenensis,5988
Lactobacillus shenzhenensis,7427
Lactobacillus sp. ASF360,175
Lactobacillus sp. ASF360,280
Lactobacillus sp. ASF360,439163
Lactobacillus sp. ASF360,702
Lactobacillus sp. ASF360,107689
Lactobacillus sp. ASF360,61503
Lactobacillus sp. ASF360,6613
Lactobacillus suebicus,175
Lactobacillus suebicus,280
Lactobacillus suebicus,6902
Lactobacillus suebicus,439195
Lactobacillus suebicus,439163
Lactobacillus suebicus,6036
Lactobacillus suebicus,5779
Lactobacillus suebicus,135191
Lactobacillus suebicus,702
Lactobacillus suebicus,107689
Lactobacillus suebicus,61503
Lactobacillus suebicus,439186
Lactobacillus suebicus,6613
Lactobacillus ultunensis,175
Lactobacillus ultunensis,280
Lactobacillus ultunensis,439178
Lactobacillus ultunensis,439163
Lactobacillus ultunensis,6036
Lactobacillus ultunensis,18950
Lactobacillus ultunensis,702
Lactobacillus ultunensis,107689
Lactobacillus ultunensis,61503
Lactobacillus ultunensis,440995
Lactobacillus ultunensis,439186
Lactobacillus ultunensis,6613
Lactobacillus ultunensis,5988
Lactobacillus ultunensis,7427
Lactobacillus vaginalis,175
Lactobacillus vaginalis,280
Lactobacillus vaginalis,439163
Lactobacillus vaginalis,6036
Lactobacillus vaginalis,18950
Lactobacillus vaginalis,702
Lactobacillus vaginalis,107689
Lactobacillus vaginalis,61503
Lactobacillus vaginalis,440995
Lactobacillus vaginalis,439186
Lactobacillus vaginalis,440658
Lactobacillus vaginalis,6613
Lactobacillus vaginalis,439242
Lactobacillus vaginalis,5988
Lactobacillus versmoldensis,175
Lactobacillus versmoldensis,280
Lactobacillus versmoldensis,439163
Lactobacillus versmoldensis,5779
Lactobacillus versmoldensis,702
Lactobacillus versmoldensis,107689
Lactobacillus versmoldensis,61503
Lactobacillus versmoldensis,440658
Lactobacillus versmoldensis,6613
Lactobacillus vini,175
Lactobacillus vini,280
Lactobacillus vini,439178
Lactobacillus vini,6902
Lactobacillus vini,439195
Lactobacillus vini,439163
Lactobacillus vini,5793
Lactobacillus vini,18950
Lactobacillus vini,702
Lactobacillus vini,107689
Lactobacillus vini,61503
Lactobacillus vini,439186
Lactobacillus vini,439174
Lactobacillus vini,6613
Lactobacillus vini,5988
Lactobacillus vini,7427
Lactococcus lactis,175
Lactococcus lactis,171548
Lactococcus lactis,439163
Lactococcus lactis,702
Lactococcus lactis,6037
Lactococcus lactis,283
Lactococcus lactis,33032
Lactococcus lactis,23327
Lactococcus lactis,6274
Lactococcus lactis,107689
Lactococcus lactis,61503
Lactococcus lactis,6106
Lactococcus lactis,6137
Lactococcus lactis,84815
Lactococcus lactis,5280374
Lactococcus lactis,936
Lactococcus lactis,938
Lactococcus lactis,6613
Lactococcus lactis,1050
Lactococcus lactis,1054
Lactococcus lactis,1052
Lactococcus lactis,493570
Lactococcus lactis,1130
Leishmania infantum,175
Leishmania infantum,280
Leishmania infantum,5793
Leishmania infantum,107689
Leishmania infantum,61503
Leishmania infantum,222656
Leishmania infantum,92824
Leishmania infantum,1031
Leishmania infantum,1060
Leishmania infantum,1110
Leishmania major,175
Leishmania major,280
Leishmania major,439213
Leishmania major,5793
Leishmania major,6037
Leishmania major,753
Leishmania major,5950
Leishmania major,71080
Leishmania major,107689
Leishmania major,61503
Leishmania major,145742
Leishmania major,8988
Leishmania major,439174
Leishmania major,1060
Leishmania major,1110
Leptotrichia buccalis,5793
Leptotrichia buccalis,18950
Leptotrichia buccalis,5460935
Leptotrichia buccalis,107689
Leptotrichia buccalis,61503
Leptotrichia buccalis,440995
Leptotrichia buccalis,439186
Leptotrichia buccalis,439242
Leptotrichia buccalis,5988
Leptotrichia goodfellowii,5793
Leptotrichia goodfellowii,18950
Leptotrichia goodfellowii,5460935
Leptotrichia goodfellowii,798
Leptotrichia goodfellowii,107689
Leptotrichia goodfellowii,61503
Leptotrichia goodfellowii,440995
Leptotrichia goodfellowii,439186
Leptotrichia goodfellowii,5988
Leptotrichia hofstadii,5793
Leptotrichia hofstadii,5460935
Leptotrichia hofstadii,798
Leptotrichia hofstadii,107689
Leptotrichia hofstadii,61503
Leptotrichia hofstadii,440995
Leptotrichia hofstadii,439186
Leptotrichia hofstadii,5988
Leptotrichia shahii,5793
Leptotrichia shahii,18950
Leptotrichia shahii,5460935
Leptotrichia shahii,798
Leptotrichia shahii,107689
Leptotrichia shahii,61503
Leptotrichia shahii,440995
Leptotrichia shahii,439186
Leptotrichia shahii,439242
Leptotrichia shahii,5988
Leptotrichia wadei,5793
Leptotrichia wadei,18950
Leptotrichia wadei,5460935
Leptotrichia wadei,798
Leptotrichia wadei,107689
Leptotrichia wadei,61503
Leptotrichia wadei,439186
Leptotrichia wadei,439242
